站号,站名,省名,纬度,经度,海拔高度,日照时数,日照距平,同期对比,历史值,去年值
57814,平坝,贵州,26.4167,106.2667,1298.20,2.40,0.60,1.80,1.80,0.60
57816,贵阳,贵州,26.5833,106.7333,1223.80,1.60,0.30,1.60,1.30,0
57818,长顺,贵州,26.0333,106.45,1140,0.40,-1,0.40,1.40,0
57821,福泉,贵州,26.70,107.50,925,0,-1.60,0,1.60,0
57822,黄平,贵州,26.90,107.90,835,1.40,-0.30,1.40,1.70,0
57824,贵定,贵州,26.5833,107.2333,1001,1.50,0,1.50,1.50,0
57825,凯里,贵州,26.60,107.9833,720.30,0,-1.20,0,1.20,0
57827,都匀,贵州,26.3167,107.5333,969.10,1,-0.30,1,1.30,0
57828,麻江,贵州,26.50,107.5833,983.80,1.30,-0.30,1.30,1.60,0
57829,丹寨,贵州,26.20,107.80,963.20,0.60,-1.10,0.60,1.70,0
57832,三穗,贵州,26.9667,108.6667,626.90,0,-1.70,0,1.70,0
57834,台江,贵州,26.6833,108.30,641.30,0.50,-1.10,0.50,1.60,0
57835,剑河,贵州,26.7167,108.4333,527.20,0.50,-1,0.50,1.50,0
57837,雷山,贵州,26.40,108.0667,839,0,-1.40,0,1.40,0
57839,黎平,贵州,26.2333,109.15,568.80,0,-1.30,0,1.30,0
57840,天柱,贵州,26.90,109.20,401.40,0,-1.70,0,1.70,0
57841,靖州,湖南,26.5667,109.6667,320.30,0,-1.60,0,1.60,0
57842,会同,湖南,26.8833,109.7167,281.40,0,-1.70,0,1.70,0
57844,锦屏,贵州,26.6833,109.1833,343,0,-1.40,0,1.40,0
57845,通道,湖南,26.1667,109.7833,397.50,1.10,-0.30,1.10,1.40,0
57846,绥宁,湖南,26.5833,110.15,310.30,0,-1.60,0,1.60,0
57851,新宁,湖南,26.4667,110.8333,346.10,0,-1.50,0,1.50,0
57853,武冈,湖南,26.7333,110.6333,341,0,-1.70,0,1.70,0
57857,城步,湖南,26.3667,110.3167,477.70,0,-1.50,0,1.50,0
57859,资源,广西,26.0333,110.6333,408.40,2.80,1.10,2.80,1.70,0
57860,邵阳县,湖南,27,111.2833,283.30,0,-1.80,0,1.80,0
57865,冷水滩,湖南,26.4667,111.5833,166.10,3.30,1.80,3.30,1.50,0
57866,永州,湖南,26.2333,111.6167,172.60,2.80,1,2.80,1.80,0
57867,东安,湖南,26.40,111.2833,169,3.40,1.80,3.40,1.60,0
57868,祁阳,湖南,26.60,111.8667,113.20,2.60,1,2.60,1.60,0
57870,祁东,湖南,26.80,112.10,151.60,1.50,-0.40,1.50,1.90,0
57871,衡阳县,湖南,26.9833,112.3667,90.80,0,-1.80,0,1.80,0
57872,衡阳,湖南,26.90,112.60,104.90,2.30,0.40,2.30,1.90,0
57874,常宁,湖南,26.4167,112.40,116.60,4,2.40,4,1.60,0
57875,衡南,湖南,26.75,112.6833,137,4.20,2.30,4.20,1.90,0
57876,耒阳,湖南,26.4333,112.8333,135,4.80,3,4.80,1.80,0
57881,安仁,湖南,26.7167,113.25,101.80,2.60,0.80,2.60,1.80,0
57882,茶陵,湖南,26.7833,113.55,136.20,6.60,4.40,6.60,2.20,0
57883,夏坪,江西,26.75,114.2833,253,7.10,4.60,7.10,2.50,0
57886,炎陵,湖南,26.4833,113.80,268.80,2.70,-0.10,2.70,2.80,0
57887,永兴,湖南,26.1167,113.1167,167.60,5.60,3.30,5.60,2.30,0
57889,桂东,湖南,26.0833,113.95,835.90,4,0.60,4,3.40,0
57891,永新,江西,26.9333,114.25,153,2.70,0.20,2.70,2.50,0
57894,井冈山,江西,26.5833,114.1667,843,3.10,0.20,3.10,2.90,0
57895,万安,江西,26.4667,114.7833,101.60,0.60,-2.50,0.60,3.10,0
57896,遂川,江西,26.3333,114.50,126.10,0.80,-2.50,0.80,3.30,0
57899,泰和,江西,26.80,114.9167,71.40,0,-2.80,0,2.80,0
57900,晴隆,贵州,25.8333,105.2167,1552.70,0,-2.80,0,2.80,0
57902,兴仁,贵州,25.4333,105.1833,1378.50,1,-2.60,-0.70,3.60,1.70
57903,关岭,贵州,25.9333,105.60,1142,0,-2,0,2,0
57905,贞丰,贵州,25.40,105.6333,1063.30,0,-2.80,-2.80,2.80,2.80
57906,望谟,贵州,25.1833,106.0833,566.80,1.20,-1.80,-1.50,3,2.70
57907,兴义,贵州,25.0833,104.90,1299.60,5.10,1.40,4,3.70,1.10
57908,安龙,贵州,25.1167,105.4833,1394.50,2.90,-1.20,-0.10,4.10,3
57909,册亨,贵州,24.9833,105.8167,584.80,1.60,-1.30,1.60,2.90,0
57910,紫云,贵州,25.7667,106.0833,1197.60,0,-2.10,0,2.10,0
57911,白云,贵州,26.6667,106.65,1323,6.10,4.20,6.10,1.90,0
57912,惠水,贵州,26.1333,106.6333,990.90,0.70,-0.70,0.70,1.40,0
57913,龙里,贵州,26.45,106.9833,1093.70,0.90,-0.70,0.90,1.60,0
57914,花溪,贵州,26.4167,106.6667,1149,2.70,1.10,2.70,1.60,0
57915,乌当,贵州,26.6333,106.7667,1104,3.20,1.50,3.20,1.70,0
57916,罗甸,贵州,25.4333,106.7667,440.30,0,-2.20,0,2.20,0
57921,平塘,贵州,25.8333,107.3167,708.70,0,-1.80,0,1.80,0
57922,独山,贵州,25.8333,107.55,1013.30,0,-1.70,0,1.70,0
57923,三都,贵州,25.9833,107.8667,419,0,-1.60,0,1.60,0
57926,荔波,贵州,25.4167,107.8833,428.70,0,-1.40,0,1.40,0
57927,天峨,广西,24.9667,107.1833,287.30,0,-2.10,0,2.10,0
57932,榕江,贵州,25.9667,108.5333,285.70,0,-1.40,0,1.40,0
57936,从江,贵州,25.75,108.9167,258.10,0,-1.40,0,1.40,0
57941,三江,广西,25.7833,109.60,197.30,1.10,0.20,1.10,0.90,0
57942,龙胜,广西,25.80,110,268,1.20,0,1.20,1.20,0
57947,融安,广西,25.2167,109.40,121.30,1,-0.20,1,1.20,0
57948,融水,广西,25.0833,109.25,122.70,0.70,-0.40,0.70,1.10,0
57949,永福,广西,24.9833,110,156.80,3.80,2.40,3.80,1.40,0
57954,临桂,广西,25.2333,110.1833,157.60,3.60,2.40,3.30,1.20,0.30
57955,兴安,广西,25.6167,110.6667,224,2.50,1.30,2.50,1.20,0
57956,灵川,广西,25.4167,110.3167,167.90,3.40,2.30,3.40,1.10,0
57957,桂林,广西,25.3167,110.30,164.40,2.70,1.40,2.70,1.30,0
57958,雁山,广西,25.0833,110.3167,151.30,8.80,6.90,8.80,1.90,0
57960,全州,广西,25.9333,111.0667,195.60,2.80,1.50,2.80,1.30,0
57962,双牌,湖南,25.9667,111.65,167.80,8.40,6.90,8.40,1.50,0
57964,灌阳,广西,25.50,111.15,263.10,4.40,3,4.40,1.40,0
57965,道县,湖南,25.5333,111.60,192.20,5.60,3.50,5.60,2.10,0
57966,宁远,湖南,25.60,111.9667,244.20,6.20,3.90,6.20,2.30,0
57969,江永,湖南,25.2667,111.3333,227.20,6.30,4.50,6.30,1.80,0
57971,新田,湖南,25.9167,112.20,224.20,5.50,3.60,5.50,1.90,0
57972,郴州,湖南,25.80,113.0333,184.90,4.30,2.10,4.30,2.20,0
57973,桂阳,湖南,25.75,112.7167,329.10,6.10,3.70,6.10,2.40,0
57974,嘉禾,湖南,25.5833,112.3667,214.50,4.50,2.40,4.50,2.10,0
57975,蓝山,湖南,25.3833,112.20,277,6.40,4.50,6.40,1.90,0
57976,宜章,湖南,25.4167,112.95,222.80,4.30,1.60,4.30,2.70,0
57978,临武,湖南,25.2833,112.55,292,6.30,3.60,6.30,2.70,0
57981,资兴,湖南,25.9833,113.2167,139.30,4.90,2.70,4.90,2.20,0
57985,汝城,湖南,25.5667,113.6833,609.80,0,-3.30,0,3.30,0
57988,乐昌,广东,25.15,113.35,102.60,0,-2.70,32766,2.70,32766
57989,仁化,广东,25.0667,113.7667,112.70,0,-3,32766,3,32766
57990,崇义,江西,25.70,114.30,246.90,0,-2.70,0,2.70,0
57991,上犹,江西,25.80,114.55,140.20,0,-2.90,0,2.90,0
57992,南康,江西,25.6667,114.75,127,0,-3,0,3,0
57993,赣县,江西,25.8667,115,137.50,0,-3.10,0,3.10,0
57994,大余,江西,25.40,114.35,215.60,0,-3,0,3,0
57995,信丰,江西,25.40,114.9333,164.20,1.20,-1.60,1.20,2.80,0
57996,南雄,广东,25.0833,114.25,149.70,0,-2.50,32766,2.50,32766
58001,睢县,河南,34.4333,115.10,56.30,0,-5,0,5,0
58002,曹县,山东,34.85,115.5833,49,0,-5.20,0,5.20,0
58003,成武,山东,34.95,115.8833,45.40,0,-4.60,0,4.60,0
58004,民权,河南,34.65,115.15,60.60,0,-5.10,0,5.10,0
58005,商丘,河南,34.45,115.6667,50.10,0,-4.80,0,4.80,0
58006,虞城,河南,34.3833,115.8833,46.30,0,-5.50,0,5.50,0
58007,柘城,河南,34.0667,115.30,47.20,0,-5,0,5,0
58008,宁陵,河南,34.4667,115.3333,54.40,0,-5.20,0,5.20,0
58011,单县,山东,34.80,116.0667,46.20,0,-4.90,0,4.90,0
58012,丰县,江苏,34.6833,116.5833,40.10,0,-5.70,0,5.70,0
58013,沛县,江苏,34.75,116.90,36.50,0,-4.90,0,4.90,0
58015,砀山,安徽,34.45,116.3333,44.20,0,-5,0,5,0
58016,萧县,安徽,34.1833,116.9667,34.70,0,-5.50,0,5.50,0
58017,夏邑,河南,34.25,116.1333,41,0,-4.70,0,4.70,0
58020,微山,山东,34.80,117.1333,35.10,0,-5.40,0,5.40,0
58021,薛城,山东,34.7833,117.2833,80.50,0,32766,0,32766,0
58022,峄城,山东,34.75,117.5667,48.30,0,32766,0,32766,0
58024,枣庄,山东,34.8667,117.5833,77.70,0,-5.80,0,5.80,0
58025,台儿庄,山东,34.5667,117.7333,27.60,0,-5.50,0,5.50,0
58026,邳州,江苏,34.40,118.0167,25.50,0,-6.10,0,6.10,0
58027,徐州,江苏,34.2833,117.15,41.20,0,-5.50,0,5.50,0
58030,苍山,山东,34.85,118.0667,45.90,0,-5.70,0,5.70,0
58032,临沭,山东,34.9333,118.65,70.10,0,-6.50,0,6.50,0
58034,郯城,山东,34.60,118.3167,36.20,0,-6,0,6,0
58035,新沂,江苏,34.3333,118.35,29.30,0,-6.70,0,6.70,0
58036,东海,江苏,34.5167,118.7333,34.70,0,-6.10,0,6.10,0
58038,沭阳,江苏,34.0833,118.7833,10.40,0,-5.70,0,5.70,0
58040,赣榆,江苏,34.85,119.1333,5.30,0,-6.60,0,6.60,0
58041,西连岛,江苏,34.7833,119.4333,26.90,0,-6.40,0,6.40,0
58044,连云港,江苏,34.5333,119.2333,4.70,0,-6.20,0,6.20,0
58045,响水,江苏,34.20,119.60,4.80,0,-6.30,0,6.30,0
58047,灌云,江苏,34.25,119.2333,4.80,0,-5.70,0,5.70,0
58048,灌南,江苏,34.1167,119.35,4.20,0,-6.20,0,6.20,0
58049,滨海,江苏,34.0167,119.80,4.10,0,-5.80,0,5.80,0
58100,郸城,河南,33.65,115.1667,41.40,0,-4.80,0,4.80,0
58101,鹿邑,河南,33.8667,115.4833,41.30,0,-4.50,0,4.50,0
58102,亳州,安徽,33.8667,115.7667,37.70,0,-4.90,0,4.90,0
58104,沈丘,河南,33.40,115.0667,41.20,0,-4.40,0,4.40,0
58107,临泉,安徽,33.0167,115.2833,35.80,0,-4.50,0,4.50,0
58108,界首,安徽,33.2333,115.3333,34,0,-5.10,0,5.10,0
58109,太和,安徽,33.1833,115.6167,33,0,-4.70,0,4.70,0
58111,永城,河南,33.9667,116.45,32.50,0,-5.30,0,5.30,0
58112,天柱山,安徽,30.7333,116.45,968.20,2,32766,2,32766,0
58113,濉溪,安徽,33.9333,116.75,31.60,0,32766,0,32766,0
58114,涡阳,安徽,33.4833,116.1833,30.40,0,-5,0,5,0
58116,淮北,安徽,33.9833,116.8333,31.50,0,-6.10,0,6.10,0
58117,利辛,安徽,33.1333,116.20,27.90,0,-4.90,0,4.90,0
58118,蒙城,安徽,33.2667,116.5167,26,0,-4.90,0,4.90,0
58122,宿州,安徽,33.6333,116.9833,25.90,0,-5.40,0,5.40,0
58125,灵璧,安徽,33.55,117.55,23.90,0,-4.90,0,4.90,0
58126,泗县,安徽,33.4667,117.8667,19.50,0,-5.30,0,5.30,0
58127,怀远,安徽,32.9833,117.20,21.20,0,32766,0,32766,0
58128,固镇,安徽,33.3333,117.35,21,0,-5,0,5,0
58129,五河,安徽,33.15,117.8333,14.90,0,-5.10,0,5.10,0
58130,睢宁,江苏,33.9333,117.95,23.80,0,-5.30,0,5.30,0
58131,宿豫,江苏,33.9833,118.2667,27.80,0,-5.50,0,5.50,0
58132,泗阳,江苏,33.7167,118.6833,14.50,0,-5.30,0,5.30,0
58135,泗洪,江苏,33.4833,118.2167,16.90,0,-5.60,0,5.60,0
58138,盱眙,江苏,32.9833,118.5167,40.80,0,-5,0,5,0
58139,洪泽,江苏,33.30,118.9167,10.60,0,-5.50,0,5.50,0
58140,涟水,江苏,33.7667,119.30,9.10,0,-5.70,0,5.70,0
58141,淮安,江苏,33.6333,118.9333,12.50,0,-5.30,0,5.30,0
58143,阜宁,江苏,33.80,119.85,4.80,0,-5.70,0,5.70,0
58145,楚州,江苏,33.50,119.15,7.40,0,-5.70,0,5.70,0
58146,建湖,江苏,33.4667,119.7667,3,0,-5.90,0,5.90,0
58147,金湖,江苏,32.9833,118.9667,24.20,0,-5.50,0,5.50,0
58148,宝应,江苏,33.2333,119.30,4.30,0,-5.50,0,5.50,0
58150,射阳,江苏,33.7667,120.25,2,0,-5.80,0,5.80,0
58154,盐城,江苏,33.4333,120.20,2.50,0,-5.60,0,5.60,0
58158,大丰,江苏,33.20,120.4833,3.10,0,-5.80,0,5.80,0
58202,阜南,安徽,32.6333,115.5833,31.70,0,-4.50,0,4.50,0
58203,阜阳,安徽,32.8667,115.7333,32.70,0,-4.50,0,4.50,0
58205,淮滨,河南,32.4667,115.4333,34.90,0,-3.70,0,3.70,0
58207,潢川,河南,32.1667,115.05,42.80,0,-3.70,0,3.70,0
58208,固始,河南,32.1667,115.6167,42.90,0,-4,0,4,0
58210,颍上,安徽,32.65,116.2333,25.20,0,-4.70,0,4.70,0
58212,凤台,安徽,32.7167,116.7333,22,0,32766,0,32766,0
58214,霍邱,安徽,32.3333,116.2833,32.90,0,-4.60,0,4.60,0
58215,寿县,安徽,32.4333,116.7833,25.70,0,-4.90,0,4.90,0
58220,长丰,安徽,32.4667,117.15,28.10,0,-5.30,0,5.30,0
58221,蚌埠,安徽,32.85,117.30,26.80,0,-5,32766,5,32766
58222,凤阳,安徽,32.85,117.55,24.60,0,-5.40,0,5.40,0
58223,明光,安徽,32.80,117.9833,31.40,0,-5.30,0,5.30,0
58224,淮南,安徽,32.65,117.0167,32.60,0,-5,0,5,0
58225,定远,安徽,32.5333,117.6667,69.60,0,-5.30,0,5.30,0
58230,全椒,安徽,32.1167,118.2833,26.50,0,-4.30,0,4.30,0
58234,来安,安徽,32.4667,118.4167,40.40,0,-5.70,0,5.70,0
58235,六合,江苏,32.3667,118.85,10.40,0,-5.30,0,5.30,0
58236,滁州,安徽,32.35,118.25,33.50,0,-4.40,0,4.40,0
58237,浦口,江苏,32.0667,118.5833,46.60,0,-4.60,0,4.60,0
58238,南京,江苏,31.9333,118.90,35.20,0,-4.70,0,4.70,0
58240,天长,安徽,32.6833,119.0167,21.30,0,-5,0,5,0
58241,高邮,江苏,32.80,119.45,5.40,0,-5.30,0,5.30,0
58242,仪征,江苏,32.30,119.1667,22.50,0,-5.10,0,5.10,0
58243,兴化,江苏,32.95,119.8167,3,0,-5.70,0,5.70,0
58244,江都,江苏,32.45,119.5833,5.20,0,-4.80,0,4.80,0
58245,扬州,江苏,32.4167,119.4167,9.90,0,-4.80,0,4.80,0
58246,泰州,江苏,32.55,120,2.60,0,-5.50,0,5.50,0
58247,扬中,江苏,32.2667,119.80,5.40,0,-5.20,0,5.20,0
58249,泰兴,江苏,32.1667,120,4.40,0,-5.20,0,5.20,0
58250,姜堰,江苏,32.5167,120.15,6.20,0,-5.30,0,5.30,0
58251,东台,江苏,32.85,120.2833,3.30,0,-5.80,0,5.80,0
58252,丹徒,江苏,32.1833,119.4667,27.30,0,32766,0,32766,0
58254,海安,江苏,32.5167,120.45,5.40,0,-5.30,0,5.30,0
58255,如皋,江苏,32.3667,120.5667,6.40,1.10,-4.10,1.10,5.20,0
58257,靖江,江苏,31.9833,120.25,4.30,1.30,-4.10,1.30,5.40,0
58259,南通,江苏,32.0833,120.9833,4.80,2.40,-2.80,2.40,5.20,0
58264,如东,江苏,32.3333,121.1833,3.40,2.40,-2.50,2.40,4.90,0
58265,吕泗,江苏,32.0667,121.60,3.60,4.50,-1,4.50,5.50,0
58268,通州,江苏,32.10,121.0833,4.40,1.80,-2.90,1.80,4.70,0
58269,启东,江苏,31.7833,121.65,3.30,5.80,0.80,5.80,5,0
58301,商城,河南,31.8167,115.3833,92.10,0,-3.80,0,3.80,0
58306,金寨,安徽,31.6833,115.8833,95.40,0,-4.20,0,4.20,0
58311,六安,安徽,31.7333,116.50,74.10,0,-4.70,0,4.70,0
58314,霍山,安徽,31.40,116.3167,86.40,0,-3.70,0,3.70,0
58316,舒城,安徽,31.4667,116.9167,23.60,0,-4.10,0,4.10,0
58317,岳西,安徽,30.8667,116.3667,434.20,0,-4.50,0,4.50,0
58319,桐城,安徽,31.0667,116.95,85.40,0.40,-4.10,0.40,4.50,0
58320,肥西,安徽,31.7333,117.1333,21.80,0,32766,0,32766,0
58321,合肥,安徽,31.7833,117.30,27,0,-4.50,0,4.50,0
58323,肥东,安徽,31.8833,117.4667,25,0,32766,0,32766,0
58326,巢湖,安徽,31.5833,117.8333,30.90,0,-4.50,0,4.50,0
58327,庐江,安徽,31.2667,117.2833,45.20,0,-3.80,0,3.80,0
58329,无为,安徽,31.3333,117.8667,9.60,0,-4,0,4,0
58330,含山,安徽,31.75,118.0833,26,0,-4.40,0,4.40,0
58331,和县,安徽,31.7333,118.3667,22.50,0,32766,0,32766,0
58334,芜湖,安徽,31.3833,118.3667,9.50,0,-4.30,0,4.30,0
58335,当涂,安徽,31.5667,118.5167,23.20,0.60,32766,0.60,32766,0
58336,马鞍山,安徽,31.70,118.5667,80,0,-4.60,0,4.60,0
58337,繁昌,安徽,31.0833,118.1833,26.80,0,-4.30,0,4.30,0
58338,芜湖县,安徽,31.15,118.5833,17.10,1.80,-2.30,1.80,4.10,0
58339,高淳,江苏,31.3333,118.90,15.20,1.60,-3.20,1.60,4.80,0
58340,溧水,江苏,31.65,119.0333,25.50,2.50,-2.30,2.50,4.80,0
58341,丹阳,江苏,31.9833,119.60,6.60,0,-4.60,0,4.60,0
58342,金坛,江苏,31.7167,119.55,6.90,2.30,-2.30,2.30,4.60,0
58343,常州,江苏,31.8833,119.9833,4.40,1.60,-3,1.60,4.60,0
58344,句容,江苏,31.9667,119.20,36,0,-4.80,0,4.80,0
58345,溧阳,江苏,31.4333,119.4833,5.90,4.20,-0.30,4.20,4.50,0
58346,宜兴,江苏,31.3333,119.8167,16.40,6.60,2.20,6.60,4.40,0
58349,吴中,江苏,31.2667,120.6333,2.30,7,32766,7,32766,0
58351,江阴,江苏,31.90,120.30,4.20,2.30,-2.70,2.30,5,0
58352,常熟,江苏,31.65,120.7667,4.50,6.60,2.10,6.60,4.50,0
58353,张家港,江苏,31.8667,120.5667,8.70,4.30,-0.50,4.30,4.80,0
58354,无锡,江苏,31.6167,120.35,3.20,5.90,1.20,5.90,4.70,0
58356,昆山,江苏,31.40,121,3.20,7.10,2.30,7.10,4.80,0
58358,东山,江苏,31.0667,120.4333,16.70,7,2.70,7,4.30,0
58359,吴江,江苏,31.1333,120.6167,4.70,7,32766,7,32766,0
58360,海门,江苏,31.9167,121.20,3.30,7.50,2.40,7.50,5.10,0
58377,太仓,江苏,31.4667,121.10,2.40,7.80,3,7.80,4.80,0
58401,罗田,湖北,30.75,115.40,123.10,0,-3.40,0,3.40,0
58402,英山,湖北,30.7333,115.6667,123.80,0,-3.90,0,3.90,0
58404,浠水,湖北,30.4667,115.2167,61.80,0,-3.40,0,3.40,0
58407,黄石,湖北,30.2333,115.0333,32.20,0,-2.80,0,2.80,0
58408,蕲春,湖北,30.2333,115.4333,35.10,0,-3.60,0,3.60,0
58409,黄梅,湖北,30.10,115.9333,32,0,-3.70,0,3.70,0
58414,太湖,安徽,30.4333,116.3167,105.10,0,-4.10,0,4.10,0
58415,潜山,安徽,30.6667,116.55,64.40,0,-4.10,0,4.10,0
58416,怀宁,安徽,30.75,116.8167,35.50,1.20,-2.60,1.20,3.80,0
58417,宿松,安徽,30.1667,116.1333,54.70,0,-3.30,0,3.30,0
58418,望江,安徽,30.1333,116.6667,60,0,-3.60,0,3.60,0
58419,东至,安徽,30.10,117.0167,17.60,2.70,-1.30,2.70,4,0
58420,枞阳,安徽,30.7167,117.2333,58.30,1.70,32766,1.70,32766,0
58421,青阳,安徽,30.6333,117.8667,31,1.50,-2.60,1.50,4.10,0
58423,九华山,安徽,30.4833,117.7833,647.30,3.10,32766,3.10,32766,0
58424,安庆,安徽,30.6167,116.9667,62,2.50,-1.20,2.50,3.70,0
58426,黄山区,安徽,30.30,118.1333,193.40,5,1.40,5,3.60,0
58427,池州,安徽,30.65,117.50,15,0,-3.70,0,3.70,0
58428,石台,安徽,30.2167,117.50,118.50,4.10,0.60,4.10,3.50,0
58429,铜陵,安徽,30.9833,117.85,11,0,-4.20,0,4.20,0
58431,南陵,安徽,30.90,118.3167,39,0,-3.70,0,3.70,0
58432,泾县,安徽,30.6833,118.40,57.30,3.80,-0.20,3.80,4,0
58433,宣城,安徽,30.9333,118.75,31.20,4.50,0.70,4.50,3.80,0
58435,旌德,安徽,30.30,118.5333,220.20,4.20,0.10,4.20,4.10,0
58436,宁国,安徽,30.6167,118.9833,87.30,5.50,1.50,5.50,4,0
58437,黄山,安徽,30.1333,118.15,1840.40,1.40,-3.90,1.40,5.30,0
58438,绩溪,安徽,30.0833,118.5833,191.10,3.50,-1.20,3.50,4.70,0
58441,广德,安徽,30.8667,119.4167,43.10,0,-4.50,0,4.50,0
58442,郎溪,安徽,31.1667,119.1833,16.50,3.80,-0.20,3.80,4,0
58443,长兴,浙江,31.0167,119.90,25,4.20,0.30,4.20,3.90,0
58446,安吉,浙江,30.6333,119.70,72.20,4.50,0.20,4.50,4.30,0
58448,临安,浙江,30.2167,119.70,117.60,5.40,1.30,5.40,4.10,0
58449,富阳,浙江,30.05,119.95,46.50,6.40,2.40,6.40,4,0
58450,湖州,浙江,30.8667,120.05,7.40,6.10,1.70,6.10,4.40,0
58451,嘉善,浙江,30.8333,120.9333,2.60,5,-0.10,5,5.10,0
58452,嘉兴,浙江,30.7333,120.7667,4.80,4.60,-0.20,4.60,4.80,0
58453,绍兴,浙江,30.0667,120.50,7.90,4.50,0.30,4.50,4.20,0
58454,德清,浙江,30.5333,119.9667,7.80,3.10,-1.10,3.10,4.20,0
58455,海宁,浙江,30.5167,120.65,8.80,4.20,-0.20,4.20,4.40,0
58456,桐乡,浙江,30.6333,120.5167,6,4.10,-0.30,4.10,4.40,0
58457,杭州,浙江,30.2333,120.1667,41.70,5.20,1.50,5.20,3.70,0
58458,海盐,浙江,30.5333,120.90,4.80,4.10,-0.20,4.10,4.30,0
58459,萧山,浙江,30.1833,120.2833,44.30,6.10,2.10,6.10,4,0
58464,平湖,浙江,30.6167,121.0833,5.40,6,0.90,6,5.10,0
58467,慈溪,浙江,30.20,121.2667,4.50,3.20,-1.20,3.20,4.40,0
58468,余姚,浙江,30.05,121.1667,5.40,3.30,-1.20,3.30,4.50,0
58472,嵊泗,浙江,30.7333,122.45,79.60,4.70,-0.90,4.70,5.60,0
58477,定海,浙江,30.0333,122.10,35.70,3.40,-1.50,3.40,4.90,0
58484,岱山,浙江,30.25,122.20,37.10,3.20,32766,3.20,32766,0
58500,阳新,湖北,29.85,115.20,45.80,0,-3,0,3,0
58501,武穴,湖北,29.9167,115.6333,23.50,0,-3.50,0,3.50,0
58502,九江,江西,29.7333,116,36.10,0,-3.10,0,3.10,0
58503,瑞昌,江西,29.70,115.6667,41.20,0,-3.10,0,3.10,0
58505,九江县,江西,29.6167,115.90,63.10,0,32766,0,32766,0
58506,庐山,江西,29.5833,115.9833,1164.50,3,-0.90,3,3.90,0
58507,武宁,江西,29.25,115.1167,116,0,-2.80,0,2.80,0
58508,德安,江西,29.3333,115.7667,41.30,3.10,-0.80,3.10,3.90,0
58509,永修,江西,29.05,115.8167,36.60,4.10,0.50,4.10,3.60,0
58510,湖口,江西,29.7333,116.2333,40.10,0,-3.50,0,3.50,0
58512,彭泽,江西,29.90,116.55,71.30,2.80,32766,2.80,32766,0
58514,星子,江西,29.45,116.05,37.10,2.30,-1.10,1.70,3.40,0.60
58517,都昌,江西,29.2667,116.20,35.50,1.40,-2.20,1.40,3.60,0
58519,波阳,江西,29,116.6833,40.10,4.20,0.90,4.20,3.30,0
58520,祁门,安徽,29.85,117.7167,142,5.90,1.90,5.90,4,0
58523,黟县,安徽,29.9333,117.9333,227.50,4.70,0.40,4.70,4.30,0
58524,浮梁,江西,29.3667,117.2167,87.40,0,32766,0,32766,0
58527,景德镇,江西,29.30,117.20,61.50,5.70,2.10,5.70,3.60,0
58529,婺源,江西,29.2667,117.85,80.90,4.70,1.10,4.70,3.60,0
58530,歙县,安徽,29.8667,118.4333,168.70,5.90,1.50,5.90,4.40,0
58531,屯溪,安徽,29.7167,118.2833,142.70,3.60,-0.10,3.60,3.70,0
58534,休宁,安徽,29.7833,118.1833,170.20,5.20,1.20,5.20,4,0
58537,开化,浙江,29.1333,118.40,153.60,4.50,1,4.50,3.50,0
58542,桐庐,浙江,29.8167,119.6833,46.10,5.10,1.40,5.10,3.70,0
58543,淳安,浙江,29.6167,119.0167,171.40,5,1,5,4,0
58544,建德,浙江,29.4833,119.2667,88.90,5.30,1.60,5.30,3.70,0
58546,浦江,浙江,29.4667,119.8833,115.80,7.10,3.20,7.10,3.90,0
58547,龙游,浙江,29.0333,119.1833,66.20,5.30,1.50,5.30,3.80,0
58548,兰溪,浙江,29.2167,119.4667,50.20,6.20,2.90,6.20,3.30,0
58549,金华,浙江,29.1167,119.65,62.60,6.60,2.80,6.60,3.80,0
58550,诸暨,浙江,29.70,120.25,39.10,7.20,3.30,7.20,3.90,0
58553,上虞,浙江,30.05,120.8167,6.40,3.80,0.20,3.80,3.60,0
58555,新昌,浙江,29.5167,120.8833,113.90,4.80,0.90,4.80,3.90,0
58556,嵊州,浙江,29.60,120.8167,104.30,3,-1.20,3,4.20,0
58557,义乌,浙江,29.3333,120.0833,90,4.70,0.80,4.70,3.90,0
58558,东阳,浙江,29.2667,120.2167,89.90,4.90,1.10,4.90,3.80,0
58559,天台,浙江,29.1667,120.9833,58.30,5.80,1.80,5.80,4,0
58560,磐安,浙江,29.05,120.4333,304.50,2.90,32766,2.90,32766,0
58561,镇海,浙江,29.9833,121.60,4,3.70,32766,3.70,32766,0
58562,鄞州,浙江,29.7833,121.55,5,3.20,-1,3.20,4.20,0
58563,北仑,浙江,29.8833,121.8333,5,3.40,-1,3.40,4.40,0
58565,奉化,浙江,29.6833,121.4333,19.90,3.70,-0.70,3.70,4.40,0
58566,象山,浙江,29.4667,121.8833,6,3.50,32766,3.50,32766,0
58567,宁海,浙江,29.3167,121.4333,39.30,5.10,1.40,5.10,3.70,0
58568,三门,浙江,29.1167,121.3833,34.50,5.30,32766,5.30,32766,0
58569,石浦,浙江,29.20,121.95,128.40,6.90,2.10,6.90,4.80,0
58570,普陀,浙江,29.95,122.30,85.20,3.10,-2.10,3.10,5.20,0
58600,靖安,江西,28.8667,115.3667,78.90,4.10,0.80,4.10,3.30,0
