站号,站名,省名,纬度,经度,海拔高度,平均气温,气温距平,同期对比,常年值,去年值
56298,资阳,四川,30.1333,104.60,417,12,5,6,7,6
56307,加查,西藏,29.15,92.5833,3260,2,0,4,2,-2
56312,林芝,西藏,29.6667,94.3333,2991.80,2,0,1,2,1
56317,米林,西藏,29.2167,94.2167,2950,2,1,2,1,0
56331,左贡,西藏,29.6667,97.8333,3780,-3,0,4,-3,-7
56342,芒康,西藏,29.6833,98.60,3870,-2,2,4,-4,-6
56357,稻城,四川,29.05,100.30,3727.70,-4,-1,1,-3,-5
56371,泸定,四川,29.9167,102.2333,1321.20,10,3,4,7,6
56373,荥经,四川,29.7833,102.85,763.20,10,4,4,6,6
56374,康定,四川,30.05,101.9667,2615.70,2,3,4,-1,-2
56376,汉源,四川,29.35,102.6333,1098,11,2,4,9,7
56378,石棉,四川,29.2333,102.35,890.70,13,4,5,9,8
56380,洪雅,四川,29.8833,103.35,571.20,11,4,5,7,6
56381,丹棱,四川,30.0667,103.50,630.20,11,4,6,7,5
56382,夹江,四川,29.7333,103.60,407.10,12,5,6,7,6
56383,青神,四川,29.8333,103.8667,455.20,12,5,5,7,7
56384,峨眉,四川,29.60,103.4833,446.70,12,5,5,7,7
56385,峨眉山,四川,29.5167,103.3333,3047.40,-4,1,-1,-5,-3
56386,乐山,四川,29.5667,103.75,424.20,13,5,6,8,7
56387,峨边,四川,29.2333,103.2667,642.20,12,5,5,7,7
56389,犍为,四川,29.20,103.95,387.60,13,5,6,8,7
56390,井研,四川,29.6667,104.0667,404.40,12,5,6,7,6
56391,眉山,四川,30.0833,103.8167,415.40,11,4,5,7,6
56393,资中,四川,29.7667,104.85,369.40,12,4,5,8,7
56394,荣县,四川,29.45,104.4333,384.10,12,4,6,8,6
56395,威远,四川,29.5167,104.6667,351.10,12,4,5,8,7
56396,自贡,四川,29.35,104.7667,352.60,13,5,6,8,7
56399,富顺,四川,29.1833,104.9833,306.20,13,5,6,8,7
56434,察隅,西藏,28.65,97.4667,2327.60,6,0,0,6,6
56441,得荣,四川,28.7167,99.2833,2422.90,8,0,3,8,5
56443,乡城,四川,28.9333,99.80,2842,4,0,3,4,1
56444,德钦,云南,28.4833,98.9167,3319,-1,0,3,-1,-4
56459,木里,四川,27.9333,101.2667,2426.50,10,2,5,8,5
56462,九龙,四川,29,101.50,2925,4,1,4,3,0
56473,甘洛,四川,28.95,102.7667,1060.30,11,3,4,8,7
56474,冕宁,四川,28.55,102.1667,1774,10,3,3,7,7
56475,越西,四川,28.65,102.5167,1659.50,6,2,4,4,2
56478,喜德,四川,28.30,102.4333,1818.10,11,4,3,7,8
56479,昭觉,四川,28,102.85,2132.40,5,3,3,2,2
56480,马边,四川,28.8167,103.5333,564.10,12,4,5,8,7
56483,绥江,云南,28.5833,103.95,496.60,13,4,6,9,7
56485,雷波,四川,28.2667,103.5833,1255.80,8,5,5,3,3
56487,美姑,四川,28.3333,103.1333,1943.90,8,5,5,3,3
56489,永善,云南,28.2333,103.6333,877.20,11,4,5,7,6
56490,沐川,四川,28.95,103.90,424,12,4,6,8,6
56491,宜宾县,四川,28.70,104.5667,287,13,32766,7,32766,6
56492,宜宾,四川,28.80,104.60,340.80,13,5,7,8,6
56493,南溪,四川,28.85,104.9667,292.80,13,4,7,9,6
56494,屏山,四川,28.65,104.15,462,13,32766,7,32766,6
56496,兴文,四川,28.3167,105.2333,358.20,11,3,5,8,6
56497,盐津,云南,28.10,104.2333,448.80,13,5,6,8,7
56498,筠连,四川,28.15,104.50,549,11,32766,5,32766,6
56499,珙县,四川,28.3833,104.7833,368.20,12,3,6,9,6
56533,贡山,云南,27.75,98.6667,1583.30,11,2,2,9,9
56543,香格里拉,云南,27.8333,99.70,3276.70,-1,0,3,-1,-4
56548,维西,云南,27.1667,99.2833,2326.10,7,2,5,5,2
56565,盐源,四川,27.4333,101.5167,2545,8,1,6,7,2
56567,宁蒗,云南,27.30,100.85,2240.50,8,3,5,5,3
56569,德昌,四川,27.4167,102.1833,1380,16,4,6,12,10
56571,西昌,四川,27.90,102.2667,1590.90,17,6,8,11,9
56575,普格,四川,27.3667,102.55,1428,17,7,8,10,9
56578,宁南,四川,27.0667,102.75,993.60,17,5,6,12,11
56580,布拖,四川,27.7167,102.80,2460,5,2,2,3,3
56582,大关,云南,27.75,103.90,1176.20,8,3,4,5,4
56584,金阳,四川,27.70,103.25,1093,11,4,4,7,7
56585,鲁甸,云南,27.1833,103.5333,1916,5,1,3,4,2
56586,昭通,云南,27.35,103.7167,1949.50,4,1,3,3,1
56592,高县,四川,28.4333,104.5167,359.70,13,5,7,8,6
56593,长宁,四川,28.5833,104.9167,279.10,13,4,7,9,6
56594,彝良,云南,27.6333,104.05,880.40,10,2,4,8,6
56595,镇雄,云南,27.4167,104.8667,1645.20,5,3,4,2,1
56596,威信,云南,27.85,105.05,1177.20,7,3,5,4,2
56598,赫章,贵州,27.1333,104.7333,1535.10,8,4,4,4,4
56641,福贡,云南,26.90,98.8667,1189.70,13,2,2,11,11
56643,六库,云南,25.8667,98.85,949.90,16,1,5,15,11
56645,兰坪,云南,26.4167,99.4167,2344.90,6,2,4,4,2
56646,剑川,云南,26.5333,99.9167,2191.40,9,3,5,6,4
56649,洱源,云南,26.10,99.9667,2059.90,11,3,6,8,5
56651,丽江,云南,26.85,100.2167,2380.90,9,1,4,8,5
56652,永胜,云南,26.6833,100.75,2130.50,10,2,6,8,4
56654,鹤庆,云南,26.5833,100.1833,2195.40,10,2,5,8,5
56664,华坪,云南,26.6333,101.2667,1230.80,16,3,6,13,10
56665,盐边,四川,26.6833,101.85,1140.30,17,5,5,12,12
56666,攀枝花,四川,26.5833,101.7167,1224.80,18,3,7,15,11
56669,永仁,云南,26.05,101.6667,1531.30,14,3,5,11,9
56670,米易,四川,26.9167,102.1167,1136.90,16,3,5,13,11
56671,会理,四川,26.65,102.25,1787.30,11,3,5,8,6
56673,巧家,云南,26.9167,102.9167,893.90,18,5,6,13,12
56674,仁和,四川,26.50,101.7333,1108,18,32766,7,32766,11
56675,会东,四川,26.65,102.5833,1694.50,12,3,6,9,6
56684,会泽,云南,26.4167,103.2833,2110.50,10,3,6,7,4
56688,东川,云南,26.10,103.1667,1254.10,20,6,7,14,13
56691,威宁,贵州,26.8667,104.2833,2237.50,4,1,2,3,2
56693,水城,贵州,26.5833,104.8667,1815.90,7,3,5,4,2
56697,宣威,云南,26.2167,104.0833,1984.20,10,3,3,7,7
56739,腾冲,云南,25.0167,98.50,1654.60,11,2,5,9,6
56742,云龙,云南,25.90,99.3667,1658.50,12,3,6,9,6
56745,漾濞,云南,25.6833,99.95,1626.10,14,4,7,10,7
56746,永平,云南,25.4667,99.5167,1616.70,12,3,5,9,7
56748,保山,云南,25.1167,99.1833,1652.20,13,3,6,10,7
56751,大理,云南,25.70,100.1833,1990.50,11,2,6,9,5
56752,宾川,云南,25.8333,100.5667,1438.70,16,4,7,12,9
56755,弥渡,云南,25.35,100.4833,1668.50,13,2,5,11,8
56756,祥云,云南,25.4833,100.5833,1992.90,13,4,6,9,7
56757,巍山,云南,25.2667,100.2833,1742.10,14,5,7,9,7
56761,大姚,云南,25.7167,101.3167,1878.10,12,1,32766,11,32766
56763,元谋,云南,25.7333,101.8667,1120.60,16,0,5,16,11
56764,姚安,云南,25.5333,101.2333,1873.50,12,2,5,10,7
56766,牟定,云南,25.30,101.5167,1822,12,2,5,10,7
56767,南华,云南,25.1833,101.2833,1857.40,11,3,5,8,6
56768,楚雄,云南,25.0333,101.55,1824.10,13,3,6,10,7
56772,富民,云南,25.2333,102.50,1692.70,12,2,5,10,7
56774,武定,云南,25.5333,102.4167,1710.70,12,4,6,8,6
56775,禄劝,云南,25.55,102.45,1750.90,11,2,4,9,7
56777,禄丰,云南,25.15,102.0667,1566.10,11,2,4,9,7
56778,昆明,云南,25,102.65,1888.10,12,3,6,9,6
56781,寻甸,云南,25.55,103.2667,1873.20,11,2,4,9,7
56782,马龙,云南,25.4167,103.55,2067.10,12,4,6,8,6
56783,曲靖,云南,25.50,103.80,1906.20,13,4,5,9,8
56785,嵩明,云南,25.35,103.0833,1915.70,12,4,6,8,6
56786,沾益,云南,25.5833,103.8333,1898.70,12,4,5,8,7
56788,陆良,云南,24.9833,103.6167,1857.60,12,3,5,9,7
56790,富源,云南,25.6833,104.25,1925.80,11,4,4,7,7
56792,普安,贵州,25.7833,104.9667,1649.40,9,4,6,5,3
56793,盘县,贵州,25.7167,104.4667,1800,12,4,5,8,7
56835,陇川,云南,24.0667,97.8167,959.10,16,4,6,12,10
56836,盈江,云南,24.70,97.95,826.70,16,3,4,13,12
56838,瑞丽,云南,24,97.85,762.90,16,2,4,14,12
56839,镇康,云南,23.7667,98.8167,995.30,16,4,4,12,12
56840,粱河,云南,24.8167,98.30,1012.90,14,2,4,12,10
56841,龙陵,云南,24.60,98.6833,1528,11,3,4,8,7
56842,施甸,云南,24.7333,99.1833,1471.20,13,2,4,11,9
56843,昌宁,云南,24.8333,99.6167,1650.60,12,4,5,8,7
56844,芒市,云南,24.4333,98.5833,913.80,16,3,5,13,11
56846,凤庆,云南,24.5833,99.9333,1569,13,2,5,11,8
56849,永德,云南,24.0333,99.2333,1606.20,14,1,5,13,9
56851,南涧,云南,25.0333,100.5167,1377.20,15,1,6,14,9
56854,云县,云南,24.45,100.1333,1108.60,16,2,4,14,12
56856,景东,云南,24.4667,100.8667,1162.30,14,2,4,12,10
56862,双柏,云南,24.6833,101.60,1968.10,11,1,4,10,7
56863,安宁,云南,24.9333,102.4833,1848,12,3,5,9,7
56867,镇沅,云南,23.9833,101.1167,1105.40,14,1,4,13,10
56869,新平,云南,24.0667,101.9667,1497.50,12,0,4,12,8
56870,易门,云南,24.6667,102.1667,1575.90,11,1,3,10,8
56871,晋宁,云南,24.65,102.60,1893.10,11,2,4,9,7
56872,太华山,云南,24.95,102.6167,2358.30,9,2,4,7,5
56873,澄江,云南,24.6833,102.9167,1796.30,14,4,5,10,9
56875,玉溪,云南,24.3333,102.55,1716.90,12,2,4,10,8
56876,江川,云南,24.2833,102.7667,1731.10,12,3,5,9,7
56878,通海,云南,24.1333,102.75,1801.80,12,2,5,10,7
56879,华宁,云南,24.1833,102.9167,1702.60,12,3,4,9,8
56880,宜良,云南,24.9167,103.1667,1532.50,13,3,4,10,9
56881,石林,云南,24.75,103.2667,1695.80,14,4,6,10,8
56882,呈贡,云南,24.8833,102.80,1906.60,12,3,5,9,7
56883,师宗,云南,24.8167,103.9833,1900.90,11,4,5,7,6
56885,弥勒,云南,24.40,103.45,1415.50,14,4,4,10,10
56886,泸西,云南,24.5333,103.7667,1704.30,12,4,5,8,7
56889,丘北,云南,24.05,104.1667,1518.70,16,6,5,10,11
56891,罗平,云南,24.9833,104.3167,1482.70,14,7,8,7,6
56898,峨山,云南,24.1833,102.40,1600,11,2,4,9,7
56944,沧源,云南,23.15,99.2667,1278.30,13,1,2,12,11
56946,耿马,云南,23.55,99.40,1104.90,14,1,4,13,10
56948,西盟,云南,22.6333,99.60,1155,15,2,2,13,13
56949,孟连,云南,22.3167,99.60,945,16,2,2,14,14
56950,双江,云南,23.4667,99.80,1044.10,14,0,3,14,11
56951,临沧,云南,23.8833,100.0833,1502.40,13,1,4,12,9
56952,景谷,云南,23.50,100.70,913.20,15,1,3,14,12
56954,澜沧,云南,22.5667,99.9333,1054.80,15,1,2,14,13
56958,勐海,云南,21.9167,100.4167,1176.30,14,1,2,13,12
56959,景洪,云南,22,100.7833,582,19,1,4,18,15
56961,宁洱,云南,23.0333,101.05,1336.90,13,0,2,13,11
56962,墨江,云南,23.4167,101.6667,1314.60,13,0,3,13,10
56964,思茅,云南,22.7833,100.9667,1302.10,15,1,3,14,12
56966,元江,云南,23.60,101.9833,400.90,19,2,5,17,14
56969,勐腊,云南,21.4667,101.5833,633.40,18,1,3,17,15
56970,石屏,云南,23.70,102.4833,1419.30,14,2,5,12,9
56973,建水,云南,23.6167,102.8333,1309.30,17,4,6,13,11
56975,红河,云南,23.3667,102.4333,974.50,18,4,4,14,14
56976,元阳,云南,23.2333,102.8333,232,20,7,5,13,15
56977,江城,云南,22.5833,101.85,1120.50,14,1,2,13,12
56978,绿春,云南,23,102.4167,1642.80,14,2,3,12,11
56982,开远,云南,23.70,103.2833,1117,16,2,4,14,12
56984,个旧,云南,23.3833,103.15,1720.50,14,3,3,11,11
56985,蒙自,云南,23.3833,103.3833,1300.70,16,3,4,13,12
56986,屏边,云南,22.9833,103.6833,1414.10,13,4,2,9,11
56987,金平,云南,22.7833,103.2333,1260,15,3,32766,12,32766
56989,河口,云南,22.50,103.95,137.80,20,4,6,16,14
56991,砚山,云南,23.6167,104.3333,1561.10,14,5,4,9,10
56992,西畴,云南,23.45,104.70,1507.50,13,4,3,9,10
56994,文山,云南,23.3333,104.2833,1293.50,16,5,5,11,11
56995,马关,云南,23.0333,104.4167,1332.90,15,5,3,10,12
56996,麻栗坡,云南,23.1333,104.70,1093.40,13,3,3,10,10
57001,甘谷,甘肃,34.75,105.3333,1271.90,1,3,3,-2,-2
57002,秦安,甘肃,34.85,105.65,1216.10,1,3,2,-2,-1
57003,陇县,陕西,34.90,106.8333,924.20,2,4,5,-2,-3
57004,武山,甘肃,34.7333,104.8833,1495.40,0,3,3,-3,-3
57006,天水,甘肃,34.5833,105.75,1141.60,2,3,3,-1,-1
57007,礼县,甘肃,34.1833,105.1833,1404.60,1,3,2,-2,-1
57008,西和,甘肃,34.0333,105.30,1579,-1,2,2,-3,-3
57011,清水,甘肃,34.75,106.15,1378.20,0,3,4,-3,-4
57012,张家川,甘肃,34.9833,106.20,1664.50,-2,3,2,-5,-4
57014,麦积,甘肃,34.5667,105.8667,1085.20,2,3,4,-1,-2
57016,宝鸡,陕西,34.35,107.1333,612.40,5,4,6,1,-1
57020,宝鸡县,陕西,34.3667,107.40,563,4,3,5,1,-1
57021,千阳,陕西,34.65,107.1333,751.60,3,4,6,-1,-3
57022,麟游,陕西,34.6833,107.7833,1026.30,0,4,4,-4,-4
57023,彬县,陕西,35.0333,108.10,840.70,2,4,5,-2,-3
57024,岐山,陕西,34.45,107.65,669.60,5,5,7,0,-2
57025,凤翔,陕西,34.5167,107.3833,781.10,4,5,7,-1,-3
57026,扶风,陕西,34.3667,107.8833,585.90,5,5,7,0,-2
57027,眉县,陕西,34.2667,107.7333,517.60,6,6,7,0,-1
57028,太白,陕西,34.0333,107.3167,1543.60,0,3,6,-3,-6
57029,礼泉,陕西,34.50,108.4833,543.20,5,5,6,0,-1
57030,永寿,陕西,34.70,108.15,994.60,3,4,6,-1,-3
57031,淳化,陕西,34.8167,108.55,1012.70,1,3,4,-2,-3
57032,周至,陕西,34.1333,108.20,436,5,4,7,1,-2
57033,泾阳,陕西,34.55,108.8167,428.10,5,5,6,0,-1
57034,武功,陕西,34.25,108.2167,447.80,5,4,7,1,-2
57035,乾县,陕西,34.55,108.2333,636.80,4,4,6,0,-2
57037,耀县,陕西,34.9333,108.9833,710,4,4,5,0,-1
57038,兴平,陕西,34.2833,108.45,410.90,5,4,6,1,-1
57039,长安,陕西,34.0833,108.8833,445,5,4,7,1,-2
57040,高陵,陕西,34.5167,109.0833,377.60,4,3,6,1,-2
57041,三原,陕西,34.6333,108.9167,424,5,32766,5,32766,0
57042,富平,陕西,34.7833,109.1833,470.90,3,3,5,0,-2
57043,大荔,陕西,34.80,109.9667,351.40,5,4,6,1,-1
57044,临潼,陕西,34.40,109.2333,424.50,5,4,6,1,-1
57045,渭南,陕西,34.5167,109.4833,349.80,3,2,4,1,-1
57046,华山,陕西,34.4833,110.0833,2064.90,-6,-1,-1,-5,-5
57047,蓝田,陕西,34.1667,109.3167,540.20,3,3,5,0,-2
57048,秦都,陕西,34.40,108.7167,472.80,5,5,6,0,-1
57049,华县,陕西,34.5167,109.7333,341.50,5,5,8,0,-3
57051,三门峡,河南,34.80,111.20,409.90,5,4,3,1,2
57052,永济,山西,34.8833,110.45,354.10,5,4,6,1,-1
57053,芮城,山西,34.70,110.7167,505.70,4,5,3,-1,1
57054,潼关,陕西,34.55,110.2333,556.30,4,4,3,0,1
57055,华阴,陕西,34.55,110.0833,351.30,5,5,3,0,2
57056,灵宝,河南,34.5333,110.8833,390.40,5,5,3,0,2
57057,洛南,陕西,34.10,110.15,963.40,3,4,4,-1,-1
57060,夏县,山西,35.1667,111.2333,402.90,3,4,3,-1,0
57061,平陆,山西,34.8333,111.20,410.70,5,4,3,1,2
57063,渑池,河南,34.7667,111.7667,523.60,4,4,4,0,0
57065,宜阳,河南,34.55,112.1333,317.50,5,3,4,2,1
57066,洛宁,河南,34.3833,111.6667,328.30,6,5,6,1,0
57067,卢氏,河南,34.05,111.0333,568.80,4,4,4,0,0
57070,新安,河南,34.7333,112.1167,364,4,3,3,1,1
57071,孟津,河南,34.8167,112.4333,333.30,3,2,3,1,0
57072,孟州,河南,34.9167,112.75,127.50,3,2,4,1,-1
57074,伊川,河南,34.4167,112.40,252.20,4,2,3,2,1
57075,汝州,河南,34.1667,112.8667,203.10,4,2,3,2,1
57076,偃师,河南,34.7333,112.7833,189.50,4,2,3,2,1
57077,栾川,河南,33.7833,111.65,742.40,4,3,4,1,0
57078,汝阳,河南,34.15,112.4667,336.50,6,4,4,2,2
57079,温县,河南,34.95,113.0333,106.40,3,2,3,1,0
57080,巩义,河南,34.7333,112.9667,165.20,4,2,3,2,1
57081,荥阳,河南,34.80,113.4333,140.90,3,2,3,1,0
57082,登封,河南,34.4667,113.0167,427.10,2,0,2,2,0
57083,郑州,河南,34.7167,113.65,110.40,3,2,3,1,0
57084,嵩山,河南,34.50,113.05,1178.40,-1,32766,3,32766,-4
57085,新密,河南,34.5333,113.3333,259.90,3,1,3,2,0
57086,新郑,河南,34.3833,113.7167,116.60,3,1,2,2,1
57087,长葛,河南,34.20,113.80,87.70,3,1,2,2,1
57088,禹州,河南,34.15,113.50,116.10,3,1,1,2,2
57089,许昌,河南,34.0667,113.9333,67.20,2,0,1,2,1
57090,中牟,河南,34.7167,113.9667,78.10,3,2,3,1,0
57091,开封,河南,34.7833,114.30,73.70,3,2,3,1,0
57093,兰考,河南,34.85,114.8167,73.30,2,1,2,1,0
57094,尉氏,河南,34.40,114.2167,67.40,3,2,2,1,1
57095,鄢陵,河南,34.1167,114.15,61.10,2,1,1,1,1
57096,杞县,河南,34.5333,114.7833,59.70,2,1,2,1,0
57098,扶沟,河南,34.0833,114.40,58.30,3,2,1,1,2
57099,太康,河南,34.0667,114.85,52.60,3,2,1,1,2
57102,成县,甘肃,33.75,105.7167,970,4,3,6,1,-2
57105,康县,甘肃,33.3333,105.60,1221.20,3,3,5,0,-2
57106,略阳,陕西,33.3167,106.15,794.20,8,5,9,3,-1
57110,徽县,甘肃,33.7833,106.0833,930.80,3,2,6,1,-3
57111,两当,甘肃,33.9167,106.30,961.40,2,1,4,1,-2
57113,凤县,陕西,33.90,106.5333,985.90,3,2,6,1,-3
57119,勉县,陕西,33.1667,106.70,548.10,5,2,5,3,0
57123,杨凌,陕西,34.2833,108.0667,506,5,32766,7,32766,-2
57124,留坝,陕西,33.6333,106.9333,1032.10,4,3,7,1,-3
57126,洋县,陕西,33.2167,107.55,468.60,5,2,5,3,0
57127,汉中,陕西,33.0667,107.0333,509.50,5,2,4,3,1
57128,城固,陕西,33.1667,107.3333,486.40,4,1,4,3,0
57129,西乡,陕西,32.9833,107.7167,446,5,2,5,3,0
57131,泾河,陕西,34.4333,108.9667,410,5,32766,5,32766,0
57132,户县,陕西,34.1167,108.6167,414.80,6,4,8,2,-2
57134,佛坪,陕西,33.5167,107.9833,827.20,4,2,5,2,-1
57137,宁陕,陕西,33.3167,108.3167,802.40,3,1,4,2,-1
57140,柞水,陕西,33.6667,109.1167,818.20,4,3,4,1,0
57143,商县,陕西,33.8667,109.9667,742.20,6,5,5,1,1
57144,镇安,陕西,33.4333,109.15,693.70,5,2,3,3,2
57153,丹凤,陕西,33.6833,110.3333,581.70,5,3,3,2,2
57154,商南,陕西,33.5333,110.90,523,6,3,4,3,2
57155,山阳,陕西,33.55,109.8667,660.20,4,2,3,2,1
57156,西峡,河南,33.30,111.50,250.30,7,4,3,3,4
57162,嵩县,河南,34.15,112.0833,325.80,6,4,5,2,1
57169,内乡,河南,33.05,111.8667,159.10,5,2,1,3,4
57173,鲁山,河南,33.75,112.8833,145.70,3,1,1,2,2
57175,镇平,河南,33.05,112.2333,191.40,5,3,1,2,4
57176,南召,河南,33.4833,112.4167,231.10,5,3,2,2,3
57177,舞钢,河南,33.3333,113.5333,89.80,3,1,1,2,2
57178,南阳,河南,33.0333,112.5833,129.20,4,1,1,3,3
57179,方城,河南,33.2833,113,160.40,3,1,0,2,3
57180,郏县,河南,33.9833,113.20,117.50,4,2,2,2,2
57181,宝丰,河南,33.8833,113.05,136.40,4,2,2,2,2
57182,襄城,河南,33.85,113.5167,80.40,3,1,1,2,2
57183,临颍,河南,33.80,113.9167,60,3,1,1,2,2
57184,叶县,河南,33.6333,113.3667,83.40,3,1,1,2,2
57185,舞阳,河南,33.45,113.5833,91.10,3,1,1,2,2
57186,漯河,河南,33.60,114.05,58.70,3,1,1,2,2
57187,社旗,河南,33.0667,112.9333,118,4,2,1,2,3
57188,西平,河南,33.3667,114.0333,55.90,3,1,1,2,2
57189,遂平,河南,33.1333,113.95,64.60,3,0,1,3,2
57190,黄泛区农试站,河南,33.75,114.40,50.50,3,32766,1,32766,2
57191,通许,河南,34.4833,114.4833,63.40,3,2,3,1,0
57192,淮阳,河南,33.7333,114.85,45.50,3,1,0,2,3
57193,西华,河南,33.7833,114.5167,52.60,3,1,1,2,2
57194,上蔡,河南,33.2833,114.2667,59.80,3,1,1,2,2
57195,川汇区,河南,33.6167,114.6167,46.60,3,1,0,2,3
57196,项城,河南,33.4667,114.8667,42,3,1,0,2,3
57197,汝南,河南,32.9667,114.35,50.10,3,1,1,2,2
57198,商水,河南,33.55,114.6167,46.30,3,1,0,2,3
57204,青川,四川,32.5667,105.2167,782,8,5,8,3,0
57206,广元,四川,32.4333,105.85,513.80,11,5,8,6,3
57208,剑阁,四川,32.2833,105.5167,544.50,10,5,7,5,3
57211,宁强,陕西,32.8333,106.25,836.10,4,2,5,2,-1
57213,南郑,陕西,33,106.9333,536.50,5,2,5,3,0
57216,南江,四川,32.35,106.8333,579.30,10,4,7,6,3
57217,旺苍,四川,32.2333,106.2833,485.70,11,5,7,6,4
57231,紫阳,陕西,32.5333,108.5333,503.80,4,-1,2,5,2
57232,石泉,陕西,33.05,108.2667,484.90,3,-1,2,4,1
57233,汉阴,陕西,32.90,108.50,413.10,4,0,2,4,2
57237,万源,四川,32.0667,108.0333,674,7,2,3,5,4
57238,镇巴,陕西,32.5333,107.90,693.90,3,-1,2,4,1
57242,旬阳,陕西,32.85,109.3667,285.50,6,1,1,5,5
57245,安康,陕西,32.7167,109.0333,290.80,5,0,1,5,4
57247,岚皋,陕西,32.3167,108.90,438.50,5,0,1,5,4
57248,平利,陕西,32.40,109.3333,431,4,0,1,4,3
57249,竹溪,湖北,32.3167,109.6833,448.20,5,2,1,3,4
57251,郧西,湖北,33,110.4167,249.10,6,3,3,3,3
57253,郧县,湖北,32.85,110.8167,201.90,7,3,3,4,4
57254,白河,陕西,32.8167,110.1167,322.50,6,2,2,4,4
57256,十堰,湖北,32.65,110.7833,286.50,7,3,3,4,4
57257,竹山,湖北,32.2333,110.2333,307,6,2,1,4,5
57259,房县,湖北,32.0333,110.7667,426.90,5,2,3,3,2
57260,丹江口,湖北,32.5667,111.5167,133.40,8,4,3,4,5
57261,淅川,河南,33.1167,111.5167,233,7,4,3,3,4
57265,老河口,湖北,32.4333,111.7333,132.10,7,3,4,4,3
57268,谷城,湖北,32.2667,111.6167,120,8,4,4,4,4
57271,新野,河南,32.55,112.3833,87.90,5,2,1,3,4
57273,唐河,河南,32.6833,112.85,109.50,4,1,1,3,3
57274,邓州,河南,32.70,112.1167,107.60,6,3,2,3,4
57278,襄阳,湖北,32,112.0833,163.40,6,2,3,4,3
57279,枣阳,湖北,32.15,112.75,125.50,5,1,1,4,4
57281,泌阳,河南,32.70,113.30,142.20,4,2,1,2,3
57285,桐柏,河南,32.3833,113.4167,153,5,2,3,3,2
57290,驻马店,河南,33,114.0167,82.70,3,1,2,2,1
57292,平舆,河南,32.9667,114.6333,44.40,4,2,2,2,2
57293,新蔡,河南,32.7333,114.9833,38,4,1,2,3,2
57294,确山,河南,32.8333,114.0167,83.60,3,0,1,3,2
57295,正阳,河南,32.6167,114.35,78.50,3,0,1,3,2
57296,息县,河南,32.35,114.7333,48.90,4,1,2,3,2
57297,信阳,河南,32.1333,114.05,114.50,4,0,2,4,2
57298,罗山,河南,32.2167,114.55,55.40,4,1,2,3,2
57299,光山,河南,32.0167,114.90,49.40,4,1,2,3,2
57303,苍溪,四川,31.7333,105.9167,459.90,11,5,6,6,5
57304,梓潼,四川,31.6667,105.1667,516.50,10,4,6,6,4
57306,阆中,四川,31.5833,105.9667,382.60,11,4,6,7,5
57307,三台,四川,31.10,105.0833,404.90,11,5,6,6,5
57308,盐亭,四川,31.2167,105.3833,421.30,12,6,7,6,5
57309,西充,四川,30.9833,105.8833,378.40,11,4,6,7,5
57313,巴中,四川,31.8667,106.7667,417.70,11,5,6,6,5
57314,南部,四川,31.35,106.0667,405.70,11,4,6,7,5
57315,仪陇,四川,31.5333,106.40,655.70,9,3,6,6,3
57317,蓬安,四川,31.0333,106.4167,324.90,12,5,6,7,6
57318,营山,四川,31.0667,106.55,338.50,11,4,6,7,5
57320,通江,四川,31.9333,107.2167,482.40,10,4,6,6,4
57324,平昌,四川,31.5833,107.0833,364.20,10,4,5,6,5
57326,宣汉,四川,31.3667,107.7167,389.40,9,3,4,6,5
57328,达县,四川,31.20,107.50,344.90,9,2,3,7,6
57329,开江,四川,31.10,107.85,467.50,8,2,2,6,6
57333,城口,重庆,31.95,108.6667,798.20,4,0,2,4,2
57338,开县,重庆,31.1833,108.4167,216.50,10,2,3,8,7
57339,云阳,重庆,30.95,108.6833,297.20,10,2,4,8,6
57343,镇坪,陕西,31.90,109.5333,995.80,2,0,1,2,1
57345,巫溪,重庆,31.40,109.6167,337.80,9,2,3,7,6
57348,奉节,重庆,31.0167,109.5333,299.80,10,3,3,7,7
57349,巫山,重庆,31.0667,109.8667,275.70,6,-2,2,8,4
57355,巴东,湖北,31.0333,110.3667,334,7,0,1,7,6
57358,秭归,湖北,30.8333,110.9667,295.50,7,0,2,7,5
57359,兴山,湖北,31.35,110.7333,336.80,8,2,3,6,5
57361,保康,湖北,31.8833,111.2667,327.70,6,2,3,4,3
57362,神农架,湖北,31.75,110.6667,935.20,4,2,4,2,0
57363,南漳,湖北,31.80,111.8333,151,6,2,2,4,4
57368,远安,湖北,31.05,111.6333,141.50,7,2,1,5,6
57370,宜城,湖北,31.7333,112.2167,67.80,6,2,2,4,4
57377,荆门,湖北,31,112.2167,191.90,6,1,2,5,4
57378,钟祥,湖北,31.1667,112.5667,65.80,6,1,2,5,4
57381,随州,湖北,31.6167,113.3333,116.30,5,1,2,4,3
57385,广水,湖北,31.6167,113.8167,93.30,6,2,3,4,3
57386,孝昌,湖北,31.25,114,51.60,6,32766,3,32766,3
57387,京山,湖北,31,113.1333,84.60,7,2,2,5,5
57388,安陆,湖北,31.2667,113.70,53.70,6,1,3,5,3
57389,云梦,湖北,31.0333,113.75,32.20,7,2,3,5,4
57390,鸡公山,河南,31.80,114.0667,733.50,0,-1,2,1,-2
57395,大悟,湖北,31.5667,114.1167,74.90,5,1,2,4,3
57396,新县,河南,31.6333,114.85,128.70,4,0,2,4,2
57398,红安,湖北,31.2833,114.6167,74.30,6,2,3,4,3
